,date,reading,warning
607,2019-04-30 17:01:00,62, Moderate
608,2019-04-30 18:01:00,62, Moderate
609,2019-04-30 19:01:00,63, Moderate
610,2019-04-30 20:01:00,62, Moderate
611,2019-04-30 21:01:00,58, Moderate
612,2019-04-30 22:01:00,56, Moderate
613,2019-04-30 23:01:00,55, Moderate
614,2019-05-01 00:01:00,52, Moderate
615,2019-05-01 01:00:00,56, Moderate
616,2019-05-01 02:01:00,54, Moderate
617,2019-05-01 03:01:00,46, Good
618,2019-05-01 04:01:00,38, Good
619,2019-05-01 05:01:00,27, Good
620,2019-05-01 06:01:00,30, Good
621,2019-05-01 07:01:00,34, Good
622,2019-05-01 08:01:00,40, Good
623,2019-05-01 09:01:00,45, Good
624,2019-05-01 10:01:00,43, Good
625,2019-05-01 11:01:00,51, Moderate
626,2019-05-01 12:01:00,53, Moderate
627,2019-05-01 13:01:00,55, Moderate
628,2019-05-01 14:01:00,55, Moderate
629,2019-05-01 15:01:00,56, Moderate
630,2019-05-01 16:01:00,59, Moderate
631,2019-05-01 17:01:00,56, Moderate
632,2019-05-01 18:02:00,53, Moderate
633,2019-05-01 19:01:00,53, Moderate
634,2019-05-01 20:01:00,54, Moderate
635,2019-05-01 21:00:00,58, Moderate
636,2019-05-01 22:01:00,58, Moderate
637,2019-05-01 23:01:00,58, Moderate
638,2019-05-02 00:01:00,58, Moderate
639,2019-05-02 01:01:00,58, Moderate
640,2019-05-02 02:01:00,58, Moderate
641,2019-05-02 03:01:00,40, Good
642,2019-05-02 04:01:00,37, Good
643,2019-05-02 05:01:00,41, Good
644,2019-05-02 06:01:00,48, Good
645,2019-05-02 07:01:00,55, Moderate
646,2019-05-02 08:01:00,60, Moderate
647,2019-05-02 09:01:00,64, Moderate
648,2019-05-02 10:01:00,65, Moderate
649,2019-05-02 11:01:00,67, Moderate
650,2019-05-02 12:01:00,63, Moderate
651,2019-05-02 13:01:00,67, Moderate
652,2019-05-02 14:01:00,63, Moderate
653,2019-05-02 15:01:00,63, Moderate
654,2019-05-02 16:01:00,59, Moderate
655,2019-05-02 17:01:00,60, Moderate
656,2019-05-02 18:01:00,59, Moderate
657,2019-05-02 19:01:00,58, Moderate
658,2019-05-02 20:01:00,58, Moderate
659,2019-05-02 21:01:00,55, Moderate
660,2019-05-02 22:01:00,55, Moderate
661,2019-05-02 23:01:00,54, Moderate
662,2019-05-03 00:01:00,55, Moderate
663,2019-05-03 01:01:00,54, Moderate
664,2019-05-03 02:01:00,53, Moderate
665,2019-05-03 03:01:00,51, Moderate
666,2019-05-03 04:01:00,51, Moderate
667,2019-05-03 05:01:00,52, Moderate
668,2019-05-03 06:01:00,49, Good
669,2019-05-03 07:01:00,46, Good
670,2019-05-03 08:01:00,60, Moderate
671,2019-05-03 09:01:00,59, Moderate
672,2019-05-03 10:01:00,73, Moderate
673,2019-05-03 11:01:00,76, Moderate
674,2019-05-03 12:01:00,68, Moderate
675,2019-05-03 13:01:00,67, Moderate
676,2019-05-03 14:01:00,69, Moderate
677,2019-05-03 15:01:00,76, Moderate
678,2019-05-03 16:01:00,82, Moderate
679,2019-05-03 17:01:00,87, Moderate
680,2019-05-03 18:01:00,87, Moderate
681,2019-05-03 19:01:00,69, Moderate
682,2019-05-03 20:01:00,74, Moderate
683,2019-05-03 21:01:00,77, Moderate
684,2019-05-03 22:01:00,76, Moderate
685,2019-05-03 23:01:00,89, Moderate
686,2019-05-04 00:01:00,89, Moderate
687,2019-05-04 01:01:00,83, Moderate
688,2019-05-04 02:01:00,79, Moderate
689,2019-05-04 03:01:00,76, Moderate
690,2019-05-04 04:01:00,71, Moderate
691,2019-05-04 05:01:00,75, Moderate
692,2019-05-04 06:01:00,75, Moderate
693,2019-05-04 07:01:00,78, Moderate
694,2019-05-04 08:01:00,85, Moderate
695,2019-05-04 09:01:00,91, Moderate
696,2019-05-04 10:00:00,105, Unhealthy for Sensitive Groups
697,2019-05-04 11:01:00,97, Moderate
698,2019-05-04 12:01:00,90, Moderate
699,2019-05-04 13:01:00,91, Moderate
700,2019-05-04 14:01:00,85, Moderate
701,2019-05-04 15:01:00,87, Moderate
702,2019-05-04 16:01:00,86, Moderate
703,2019-05-04 17:01:00,81, Moderate
704,2019-05-04 18:01:00,84, Moderate
705,2019-05-04 19:01:00,85, Moderate
706,2019-05-04 20:01:00,88, Moderate
707,2019-05-04 21:01:00,89, Moderate
708,2019-05-04 22:01:00,87, Moderate
709,2019-05-04 23:01:00,87, Moderate
710,2019-05-05 00:01:00,88, Moderate
711,2019-05-05 01:01:00,113, Unhealthy for Sensitive Groups
712,2019-05-05 02:01:00,133, Unhealthy for Sensitive Groups
713,2019-05-05 03:01:00,104, Unhealthy for Sensitive Groups
714,2019-05-05 04:01:00,88, Moderate
715,2019-05-05 05:01:00,88, Moderate
716,2019-05-05 06:01:00,93, Moderate
717,2019-05-05 07:01:00,96, Moderate
718,2019-05-05 08:01:00,97, Moderate
719,2019-05-05 09:01:00,98, Moderate
720,2019-05-05 10:01:00,103, Unhealthy for Sensitive Groups
721,2019-05-05 11:01:00,94, Moderate
722,2019-05-05 12:01:00,91, Moderate
723,2019-05-05 13:01:00,94, Moderate
724,2019-05-05 14:01:00,90, Moderate
725,2019-05-05 15:01:00,85, Moderate
726,2019-05-05 16:01:00,85, Moderate
727,2019-05-05 17:01:00,83, Moderate
728,2019-05-05 18:01:00,83, Moderate
729,2019-05-05 19:01:00,84, Moderate
730,2019-05-05 20:01:00,86, Moderate
731,2019-05-05 21:01:00,87, Moderate
732,2019-05-05 22:01:00,84, Moderate
733,2019-05-05 23:01:00,83, Moderate
734,2019-05-06 00:01:00,80, Moderate
735,2019-05-06 01:01:00,88, Moderate
736,2019-05-06 02:01:00,117, Unhealthy for Sensitive Groups
737,2019-05-06 03:01:00,116, Unhealthy for Sensitive Groups
738,2019-05-06 04:01:00,113, Unhealthy for Sensitive Groups
739,2019-05-06 05:01:00,105, Unhealthy for Sensitive Groups
740,2019-05-06 06:01:00,103, Unhealthy for Sensitive Groups
741,2019-05-06 07:01:00,93, Moderate
742,2019-05-06 08:01:00,95, Moderate
743,2019-05-06 09:01:00,101, Unhealthy for Sensitive Groups
744,2019-05-06 10:01:00,106, Unhealthy for Sensitive Groups
745,2019-05-06 11:01:00,99, Moderate
746,2019-05-06 12:01:00,92, Moderate
747,2019-05-06 13:01:00,88, Moderate
748,2019-05-06 14:00:00,88, Moderate
749,2019-05-06 15:01:00,82, Moderate
750,2019-05-06 16:01:00,86, Moderate
751,2019-05-06 17:01:00,88, Moderate
752,2019-05-06 18:01:00,84, Moderate
753,2019-05-06 19:01:00,81, Moderate
754,2019-05-06 20:01:00,80, Moderate
755,2019-05-06 21:01:00,76, Moderate
756,2019-05-06 22:01:00,73, Moderate
757,2019-05-06 23:01:00,73, Moderate
758,2019-05-07 00:01:00,68, Moderate
759,2019-05-07 01:01:00,76, Moderate
760,2019-05-07 02:01:00,104, Unhealthy for Sensitive Groups
761,2019-05-07 03:01:00,112, Unhealthy for Sensitive Groups
762,2019-05-07 04:01:00,104, Unhealthy for Sensitive Groups
763,2019-05-07 05:01:00,96, Moderate
764,2019-05-07 06:01:00,90, Moderate
765,2019-05-07 07:01:00,90, Moderate
766,2019-05-07 08:01:00,95, Moderate
767,2019-05-07 09:01:00,100, Moderate
768,2019-05-07 10:01:00,85, Moderate
769,2019-05-07 11:01:00,76, Moderate
770,2019-05-07 12:01:00,72, Moderate
771,2019-05-07 13:01:00,72, Moderate
772,2019-05-07 14:01:00,69, Moderate
773,2019-05-07 15:01:00,68, Moderate
774,2019-05-07 16:01:00,68, Moderate
775,2019-05-07 17:01:00,64, Moderate
776,2019-05-07 18:01:00,66, Moderate
777,2019-05-07 19:01:00,75, Moderate
778,2019-05-07 20:01:00,78, Moderate
779,2019-05-07 21:01:00,72, Moderate
780,2019-05-07 22:01:00,68, Moderate
781,2019-05-07 23:01:00,68, Moderate
782,2019-05-08 00:01:00,60, Moderate
783,2019-05-08 01:01:00,57, Moderate
784,2019-05-08 02:01:00,57, Moderate
785,2019-05-08 03:01:00,54, Moderate
786,2019-05-08 04:01:00,54, Moderate
787,2019-05-08 05:01:00,54, Moderate
788,2019-05-08 06:01:00,55, Moderate
789,2019-05-08 07:01:00,58, Moderate
790,2019-05-08 08:01:00,66, Moderate
791,2019-05-08 09:01:00,72, Moderate
792,2019-05-08 10:01:00,67, Moderate
793,2019-05-08 11:01:00,66, Moderate
794,2019-05-08 12:01:00,64, Moderate
795,2019-05-08 13:01:00,61, Moderate
796,2019-05-08 14:01:00,63, Moderate
797,2019-05-08 15:01:00,66, Moderate
798,2019-05-08 16:01:00,73, Moderate
799,2019-05-08 17:01:00,68, Moderate
800,2019-05-08 18:01:00,68, Moderate
801,2019-05-08 19:01:00,71, Moderate
802,2019-05-08 20:01:00,75, Moderate
803,2019-05-08 21:01:00,73, Moderate
804,2019-05-08 22:01:00,71, Moderate
805,2019-05-08 23:00:00,63, Moderate
806,2019-05-09 00:01:00,64, Moderate
807,2019-05-09 01:01:00,62, Moderate
808,2019-05-09 02:01:00,62, Moderate
809,2019-05-09 03:01:00,67, Moderate
810,2019-05-09 04:01:00,67, Moderate
811,2019-05-09 05:01:00,66, Moderate
812,2019-05-09 06:01:00,63, Moderate
813,2019-05-09 07:01:00,60, Moderate
814,2019-05-09 08:01:00,70, Moderate
815,2019-05-09 09:01:00,71, Moderate
816,2019-05-09 10:01:00,71, Moderate
817,2019-05-09 11:01:00,71, Moderate
818,2019-05-09 12:01:00,71, Moderate
819,2019-05-09 13:01:00,69, Moderate
820,2019-05-09 14:01:00,67, Moderate
821,2019-05-09 15:01:00,95, Moderate
822,2019-05-09 16:01:00,88, Moderate
823,2019-05-09 17:01:00,84, Moderate
824,2019-05-09 18:01:00,83, Moderate
825,2019-05-09 19:01:00,79, Moderate
826,2019-05-09 20:01:00,75, Moderate
827,2019-05-09 21:01:00,75, Moderate
828,2019-05-09 22:01:00,69, Moderate
829,2019-05-09 23:01:00,59, Moderate
830,2019-05-10 00:01:00,60, Moderate
831,2019-05-10 01:01:00,66, Moderate
832,2019-05-10 02:01:00,66, Moderate
833,2019-05-10 03:01:00,66, Moderate
834,2019-05-10 04:01:00,71, Moderate
835,2019-05-10 05:01:00,67, Moderate
836,2019-05-10 06:01:00,62, Moderate
837,2019-05-10 07:01:00,67, Moderate
838,2019-05-10 08:01:00,75, Moderate
839,2019-05-10 09:01:00,71, Moderate
840,2019-05-10 10:01:00,71, Moderate
841,2019-05-10 11:01:00,68, Moderate
842,2019-05-10 12:01:00,70, Moderate
843,2019-05-10 13:01:00,71, Moderate
844,2019-05-10 14:01:00,72, Moderate
845,2019-05-10 15:01:00,72, Moderate
846,2019-05-10 16:01:00,71, Moderate
847,2019-05-10 17:01:00,71, Moderate
848,2019-05-10 18:01:00,71, Moderate
849,2019-05-10 19:01:00,69, Moderate
850,2019-05-10 20:01:00,71, Moderate
851,2019-05-10 21:01:00,70, Moderate
852,2019-05-10 22:01:00,69, Moderate
853,2019-05-10 23:01:00,64, Moderate
854,2019-05-11 00:01:00,62, Moderate
855,2019-05-11 01:01:00,62, Moderate
856,2019-05-11 02:01:00,60, Moderate
857,2019-05-11 03:01:00,60, Moderate
858,2019-05-11 04:01:00,56, Moderate
859,2019-05-11 05:01:00,56, Moderate
860,2019-05-11 06:01:00,51, Moderate
861,2019-05-11 07:01:00,51, Moderate
862,2019-05-11 08:01:00,56, Moderate
863,2019-05-11 09:01:00,56, Moderate
864,2019-05-11 10:01:00,70, Moderate
865,2019-05-11 11:01:00,74, Moderate
866,2019-05-11 12:01:00,70, Moderate
867,2019-05-11 13:01:00,59, Moderate
868,2019-05-11 14:01:00,60, Moderate
869,2019-05-11 15:01:00,59, Moderate
870,2019-05-11 16:01:00,59, Moderate
871,2019-05-11 17:01:00,65, Moderate
872,2019-05-11 18:01:00,60, Moderate
873,2019-05-11 19:01:00,68, Moderate
874,2019-05-11 20:01:00,70, Moderate
875,2019-05-11 21:01:00,70, Moderate
876,2019-05-11 22:01:00,67, Moderate
877,2019-05-11 23:01:00,59, Moderate
878,2019-05-12 00:01:00,59, Moderate
879,2019-05-12 01:01:00,52, Moderate
880,2019-05-12 02:01:00,47, Good
881,2019-05-12 03:01:00,47, Good
882,2019-05-12 04:01:00,52, Moderate
883,2019-05-12 05:01:00,58, Moderate
884,2019-05-12 06:01:00,53, Moderate
885,2019-05-12 07:01:00,51, Moderate
886,2019-05-12 08:01:00,53, Moderate
887,2019-05-12 09:01:00,53, Moderate
888,2019-05-12 10:01:00,60, Moderate
889,2019-05-12 11:01:00,65, Moderate
890,2019-05-12 12:01:00,59, Moderate
891,2019-05-12 13:01:00,61, Moderate
892,2019-05-12 14:01:00,61, Moderate
893,2019-05-12 15:01:00,56, Moderate
894,2019-05-12 16:01:00,56, Moderate
895,2019-05-12 17:01:00,59, Moderate
896,2019-05-12 18:01:00,57, Moderate
897,2019-05-12 19:01:00,58, Moderate
898,2019-05-12 20:01:00,61, Moderate
899,2019-05-12 21:01:00,70, Moderate
900,2019-05-12 22:01:00,62, Moderate
901,2019-05-12 23:01:00,62, Moderate
902,2019-05-13 00:01:00,66, Moderate
903,2019-05-13 01:01:00,63, Moderate
904,2019-05-13 02:01:00,59, Moderate
905,2019-05-13 03:01:00,55, Moderate
906,2019-05-13 04:01:00,56, Moderate
907,2019-05-13 05:01:00,51, Moderate
908,2019-05-13 06:01:00,51, Moderate
909,2019-05-13 07:01:00,53, Moderate
910,2019-05-13 08:01:00,53, Moderate
911,2019-05-13 09:01:00,63, Moderate
912,2019-05-13 10:01:00,63, Moderate
913,2019-05-13 11:01:00,64, Moderate
914,2019-05-13 12:01:00,64, Moderate
915,2019-05-13 13:01:00,63, Moderate
916,2019-05-13 14:01:00,65, Moderate
917,2019-05-13 15:01:00,65, Moderate
918,2019-05-13 16:01:00,65, Moderate
919,2019-05-13 17:01:00,59, Moderate
920,2019-05-13 18:01:00,64, Moderate
921,2019-05-13 19:01:00,64, Moderate
922,2019-05-13 20:01:00,66, Moderate
923,2019-05-13 21:01:00,66, Moderate
924,2019-05-13 22:00:00,63, Moderate
925,2019-05-13 23:01:00,59, Moderate
926,2019-05-14 00:01:00,59, Moderate
927,2019-05-14 01:01:00,60, Moderate
928,2019-05-14 02:01:00,62, Moderate
929,2019-05-14 03:01:00,55, Moderate
930,2019-05-14 04:01:00,55, Moderate
931,2019-05-14 05:01:00,56, Moderate
932,2019-05-14 06:01:00,55, Moderate
933,2019-05-14 07:01:00,55, Moderate
934,2019-05-14 08:01:00,56, Moderate
935,2019-05-14 09:01:00,64, Moderate
936,2019-05-14 10:01:00,67, Moderate
937,2019-05-14 11:01:00,68, Moderate
938,2019-05-14 12:01:00,71, Moderate
939,2019-05-14 13:01:00,71, Moderate
940,2019-05-14 14:01:00,58, Moderate
941,2019-05-14 15:01:00,58, Moderate
942,2019-05-14 16:01:00,56, Moderate
943,2019-05-14 17:01:00,58, Moderate
944,2019-05-14 18:01:00,56, Moderate
945,2019-05-14 19:01:00,63, Moderate
946,2019-05-14 20:01:00,62, Moderate
947,2019-05-14 21:01:00,59, Moderate
948,2019-05-14 22:01:00,57, Moderate
949,2019-05-14 23:01:00,52, Moderate
950,2019-05-15 00:01:00,52, Moderate
951,2019-05-15 01:01:00,44, Good
952,2019-05-15 02:01:00,41, Good
953,2019-05-15 03:01:00,41, Good
954,2019-05-15 04:01:00,34, Good
955,2019-05-15 05:01:00,38, Good
956,2019-05-15 06:01:00,53, Moderate
957,2019-05-15 07:01:00,64, Moderate
958,2019-05-15 08:01:00,73, Moderate
959,2019-05-15 09:01:00,81, Moderate
960,2019-05-15 10:01:00,68, Moderate
961,2019-05-15 11:01:00,60, Moderate
962,2019-05-15 12:01:00,61, Moderate
963,2019-05-15 13:01:00,54, Moderate
964,2019-05-15 14:01:00,54, Moderate
965,2019-05-15 15:01:00,57, Moderate
966,2019-05-15 16:01:00,58, Moderate
967,2019-05-15 17:01:00,54, Moderate
968,2019-05-15 18:01:00,54, Moderate
969,2019-05-15 19:01:00,55, Moderate
970,2019-05-15 20:01:00,54, Moderate
971,2019-05-15 21:01:00,53, Moderate
972,2019-05-15 22:01:00,53, Moderate
973,2019-05-15 23:01:00,53, Moderate
974,2019-05-16 00:01:00,55, Moderate
975,2019-05-16 01:01:00,54, Moderate
976,2019-05-16 02:01:00,48, Good
977,2019-05-16 03:01:00,43, Good
978,2019-05-16 04:01:00,43, Good
979,2019-05-16 05:01:00,42, Good
980,2019-05-16 06:01:00,47, Good
981,2019-05-16 07:01:00,55, Moderate
982,2019-05-16 08:01:00,75, Moderate
983,2019-05-16 09:01:00,72, Moderate
984,2019-05-16 10:01:00,66, Moderate
985,2019-05-16 11:01:00,63, Moderate
986,2019-05-16 12:01:00,56, Moderate
987,2019-05-16 13:01:00,55, Moderate
988,2019-05-16 14:01:00,54, Moderate
989,2019-05-16 15:01:00,55, Moderate
990,2019-05-16 16:01:00,55, Moderate
991,2019-05-16 17:01:00,54, Moderate
992,2019-05-16 18:01:00,49, Good
993,2019-05-16 19:01:00,54, Moderate
994,2019-05-16 20:01:00,53, Moderate
995,2019-05-16 21:01:00,56, Moderate
996,2019-05-16 22:00:00,60, Moderate
997,2019-05-16 23:01:00,59, Moderate
998,2019-05-17 00:01:00,59, Moderate
999,2019-05-17 01:01:00,48, Good
1000,2019-05-17 02:00:00,49, Good
1001,2019-05-17 03:01:00,49, Good
1002,2019-05-17 04:01:00,59, Moderate
1003,2019-05-17 05:01:00,55, Moderate
1004,2019-05-17 06:01:00,54, Moderate
1005,2019-05-17 07:01:00,55, Moderate
1006,2019-05-17 08:01:00,62, Moderate
1007,2019-05-17 09:01:00,62, Moderate
1008,2019-05-17 10:01:00,64, Moderate
1009,2019-05-17 11:01:00,62, Moderate
1010,2019-05-17 12:00:00,66, Moderate
1011,2019-05-17 13:01:00,57, Moderate
1012,2019-05-17 14:01:00,52, Moderate
1013,2019-05-17 15:01:00,45, Good
1014,2019-05-17 16:01:00,49, Good
1015,2019-05-17 17:01:00,52, Moderate
1016,2019-05-17 18:01:00,53, Moderate
1017,2019-05-17 19:01:00,55, Moderate
1018,2019-05-17 20:01:00,61, Moderate
1019,2019-05-17 21:01:00,61, Moderate
1020,2019-05-17 22:01:00,62, Moderate
1021,2019-05-17 23:01:00,56, Moderate
1022,2019-05-18 00:01:00,76, Moderate
1023,2019-05-18 01:01:00,80, Moderate
1024,2019-05-18 02:00:00,76, Moderate
1025,2019-05-18 03:01:00,71, Moderate
1026,2019-05-18 04:01:00,67, Moderate
1027,2019-05-18 05:01:00,67, Moderate
1028,2019-05-18 06:01:00,67, Moderate
1029,2019-05-18 07:01:00,70, Moderate
1030,2019-05-18 08:01:00,72, Moderate
1031,2019-05-18 09:01:00,73, Moderate
1032,2019-05-18 10:00:00,70, Moderate
1033,2019-05-18 11:01:00,62, Moderate
1034,2019-05-18 12:01:00,56, Moderate
1035,2019-05-18 13:01:00,54, Moderate
1036,2019-05-18 14:01:00,52, Moderate
1037,2019-05-18 15:01:00,60, Moderate
1038,2019-05-18 16:01:00,53, Moderate
1039,2019-05-18 17:01:00,55, Moderate
1040,2019-05-18 18:01:00,55, Moderate
1041,2019-05-18 19:01:00,54, Moderate
1042,2019-05-18 20:01:00,58, Moderate
1043,2019-05-18 21:01:00,54, Moderate
1044,2019-05-18 22:00:00,60, Moderate
1045,2019-05-18 23:01:00,79, Moderate
1046,2019-05-19 00:01:00,75, Moderate
1047,2019-05-19 01:01:00,69, Moderate
1048,2019-05-19 02:01:00,66, Moderate
1049,2019-05-19 03:01:00,69, Moderate
1050,2019-05-19 04:01:00,66, Moderate
1051,2019-05-19 05:01:00,68, Moderate
1052,2019-05-19 06:01:00,66, Moderate
1053,2019-05-19 07:01:00,60, Moderate
1054,2019-05-19 08:01:00,63, Moderate
1055,2019-05-19 09:01:00,64, Moderate
1056,2019-05-19 10:01:00,62, Moderate
1057,2019-05-19 11:01:00,59, Moderate
1058,2019-05-19 12:01:00,52, Moderate
1059,2019-05-19 13:01:00,47, Good
1060,2019-05-19 14:01:00,52, Moderate
1061,2019-05-19 15:01:00,51, Moderate
1062,2019-05-19 16:01:00,46, Good
1063,2019-05-19 17:01:00,46, Good
1064,2019-05-19 18:01:00,54, Moderate
1065,2019-05-19 19:01:00,45, Good
1066,2019-05-19 20:01:00,52, Moderate
1067,2019-05-19 21:00:00,55, Moderate
1068,2019-05-19 22:00:00,52, Moderate
1069,2019-05-19 23:01:00,54, Moderate
1070,2019-05-20 00:01:00,54, Moderate
1071,2019-05-20 01:01:00,52, Moderate
1072,2019-05-20 02:00:00,45, Good
1073,2019-05-20 03:01:00,48, Good
1074,2019-05-20 04:01:00,45, Good
1075,2019-05-20 05:01:00,47, Good
1076,2019-05-20 06:01:00,51, Moderate
1077,2019-05-20 07:01:00,57, Moderate
1078,2019-05-20 08:01:00,59, Moderate
1079,2019-05-20 09:01:00,66, Moderate
1080,2019-05-20 10:00:00,66, Moderate
1081,2019-05-20 11:01:00,59, Moderate
1082,2019-05-20 12:00:00,52, Moderate
1083,2019-05-20 13:01:00,49, Good
1084,2019-05-20 14:00:00,49, Good
1085,2019-05-20 15:01:00,56, Moderate
1086,2019-05-20 16:01:00,51, Moderate
1087,2019-05-20 17:01:00,51, Moderate
1088,2019-05-20 18:01:00,53, Moderate
1089,2019-05-20 19:00:00,52, Moderate
1090,2019-05-20 20:01:00,47, Good
1091,2019-05-20 21:00:00,48, Good
1092,2019-05-20 22:00:00,49, Good
1093,2019-05-20 23:01:00,51, Moderate
1094,2019-05-21 00:01:00,53, Moderate
1095,2019-05-21 01:01:00,49, Good
1096,2019-05-21 02:00:00,49, Good
1097,2019-05-21 03:00:00,62, Moderate
1098,2019-05-21 04:01:00,64, Moderate
1099,2019-05-21 05:01:00,58, Moderate
1100,2019-05-21 06:01:00,58, Moderate
1101,2019-05-21 07:01:00,58, Moderate
1102,2019-05-21 08:01:00,67, Moderate
1103,2019-05-21 09:01:00,74, Moderate
1104,2019-05-21 10:01:00,71, Moderate
1105,2019-05-21 11:01:00,67, Moderate
1106,2019-05-21 12:00:00,60, Moderate
1107,2019-05-21 13:01:00,54, Moderate
1108,2019-05-21 14:01:00,45, Good
1109,2019-05-21 15:01:00,43, Good
1110,2019-05-21 16:01:00,49, Good
1111,2019-05-21 17:01:00,47, Good
1112,2019-05-21 18:01:00,52, Moderate
1113,2019-05-21 19:01:00,52, Moderate
1114,2019-05-21 20:01:00,54, Moderate
1115,2019-05-21 21:00:00,55, Moderate
1116,2019-05-21 22:00:00,51, Moderate
1117,2019-05-21 23:01:00,53, Moderate
1118,2019-05-22 00:01:00,54, Moderate
1119,2019-05-22 01:01:00,52, Moderate
1120,2019-05-22 02:01:00,55, Moderate
1121,2019-05-22 03:01:00,50, Good
1122,2019-05-22 04:01:00,52, Moderate
1123,2019-05-22 05:01:00,52, Moderate
1124,2019-05-22 06:01:00,-999,
1125,2019-05-22 07:01:00,-999,
1126,2019-05-22 08:01:00,-999,
1127,2019-05-22 09:01:00,-999,
1128,2019-05-22 10:00:00,-999,
1129,2019-05-22 11:01:00,-999,
1130,2019-05-22 12:00:00,-999,
1131,2019-05-22 13:01:00,-999,
1132,2019-05-22 14:01:00,-999,
1133,2019-05-22 15:01:00,-999,
1134,2019-05-22 16:01:00,-999,
1135,2019-05-22 17:01:00,-999,
1136,2019-05-22 18:01:00,-999,
1137,2019-05-22 19:00:00,-999,
1138,2019-05-22 20:01:00,-999,
1139,2019-05-22 21:00:00,-999,
1140,2019-05-22 22:00:00,-999,
1141,2019-05-22 23:00:00,-999,
1142,2019-05-23 00:01:00,-999,
1143,2019-05-23 01:01:00,-999,
1144,2019-05-23 02:01:00,-999,
1145,2019-05-23 03:01:00,-999,
1146,2019-05-23 04:01:00,-999,
1147,2019-05-23 05:01:00,-999,
1148,2019-05-23 06:01:00,-999,
1149,2019-05-23 07:01:00,-999,
1150,2019-05-23 08:01:00,-999,
1151,2019-05-23 09:01:00,-999,
1152,2019-05-23 10:01:00,-999,
1153,2019-05-23 11:01:00,-999,
1154,2019-05-23 12:00:00,-999,
1155,2019-05-23 13:01:00,-999,
1156,2019-05-23 14:01:00,-999,
1157,2019-05-23 15:01:00,-999,
1158,2019-05-23 16:01:00,-999,
1159,2019-05-23 17:01:00,-999,
1160,2019-05-23 18:01:00,-999,
1161,2019-05-23 19:01:00,-999,
1162,2019-05-23 20:01:00,-999,
1163,2019-05-23 21:01:00,-999,
1164,2019-05-23 22:01:00,-999,
1165,2019-05-23 23:01:00,-999,
1166,2019-05-24 00:01:00,-999,
1167,2019-05-24 01:01:00,-999,
1168,2019-05-24 02:01:00,-999,
1169,2019-05-24 03:01:00,-999,
1170,2019-05-24 04:01:00,-999,
1171,2019-05-24 05:01:00,-999,
1172,2019-05-24 06:01:00,-999,
1173,2019-05-24 07:01:00,-999,
1174,2019-05-24 08:01:00,-999,
1175,2019-05-24 09:01:00,-999,
1176,2019-05-24 10:00:00,-999,
1177,2019-05-24 11:01:00,-999,
1178,2019-05-24 12:00:00,-999,
1179,2019-05-24 13:01:00,60, Moderate
1180,2019-05-24 14:01:00,57, Moderate
1181,2019-05-24 15:01:00,45, Good
1182,2019-05-24 16:01:00,33, Good
1183,2019-05-24 17:01:00,37, Good
1184,2019-05-24 18:01:00,43, Good
1185,2019-05-24 19:01:00,47, Good
1186,2019-05-24 20:01:00,54, Moderate
1187,2019-05-24 21:01:00,63, Moderate
1188,2019-05-24 22:01:00,81, Moderate
1189,2019-05-24 23:01:00,82, Moderate
1190,2019-05-25 00:01:00,77, Moderate
1191,2019-05-25 01:01:00,66, Moderate
